Key,Source,Context,Changes,English,French,German,Klingon,Spanish
challenge_dogdaysareover_offer,,Challenge Info,KgNone,"恭喜你，新成员：\n这张纸条是我的私人邀请，邀请你加入我们的部落。我们跟踪你很久了，并且在你身上看到了潜力。通过考验，我们就会考虑让你加入。让我们看看你是不是一个连僵尸狗都能对付得了的硬汉。\n\n我TMD叫杰克\n\n挑战：杀死一些僵尸狗","Félicitations recrue,\nCe message est une invitation à rejoindre notre clan. On te suit depuis un moment et tu as du potentiel. Fais ce petit boulot et on te laissera peut-être nous rejoindre. Voyons si tu as le cran de tuer des chiens enragés.\n\nJe suis Jake, le foutrement cinglé\n\nDéfi : tuer des chiens enragés","Gratuliere Rekrut!\nDiese Notiz ist eine persönliche Einladung, unserem Klan beizutreten. Wir haben dich beobachtet und dein Potenzial erkannt. Erledige diese Aufgabe und wir überlegen uns, dich aufzunehmen. Mal sehen, ob du stark genug bist, um ein paar Zombie-Hunde zu töten.\n\nIch bin der verdammte Crazy Jake\n\nHerausforderung: Töte ein paar Zombie-Hunde",,"Felicitaciones, recluta:\nEsta nota es una invitación personal para que te unas a nuestro clan. Te hemos estado siguiendo y parece que tienes potencial. Termina este trabajito y tal vez consideremos dejar que te unas a nosotros. Veamos si eres lo suficientemente fuerte como para matar algunos perros zombi.\n\nSoy el maldito Jake el Loco.\n\nDesafío: Mata a perros zombi."
challenge_dogdaysareover_subtitle,,Challenge Info,KgNone,杀死一些僵尸狗,Tuer des chiens enragés,Töte ein paar Zombie-Hunde,,Mata a Perros Zombi.
challenge_itsybitsyspider,,Challenge Info,KgNone,可爱的小蜘蛛,Une araignée au plafond,Die klitzekleine Spinne,,Itsi bitsi araña
challenge_itsybitsyspider_offer,,Challenge Info,KgNone,"嘿，蠢货：\n如果你看到这张纸条，不要感到惊讶，我们已经关注你很久了。我为像你这样的笨蛋准备了一个小测试，要是你能完成，我们就让你加入。\n\n越来越疯狂的……杰克\n\n挑战：杀死一些蜘蛛僵尸","Salut la buse,\nSi tu lis ce message, tu dois te douter qu'on t'évalue. J'ai le test idéal pour les idiots dans ton genre. Réussis-le et on te laissera peut-être nous rejoindre.\n\nJake le plus cinglé de tous...\n\nDéfi : tuer des zombies araignées","Hey du Trottel!\nWenn du diese Notiz liest, sollte es dich nicht überraschen, dass wir dich beobachten. Und ich habe genau den richtigen Test für einen Dummkopf wie dich. Erledige ihn und vielleicht nehmen wir dich auf.\n\nVerrückter als je zuvor … Jake\n\nHerausforderung: Töte ein paar Spinnen-Zombies",,"Oye, imbécil:\nSi estás leyendo esta nota, no te extrañará saber que te estemos evaluando. Tengo la prueba perfecta para alguien tan papanatas como tú. Hazlo y puede que te dejemos unirte.\n\nJake, más loco que nunca.\n\nDesafío: Mata a algunas arañas zombi."
challenge_itsybitsyspider_subtitle,,Challenge Info,KgNone,杀死一些蜘蛛僵尸,Tuer des zombies araignées,Töte ein paar Spinnen-Zombies,,Mata a algunas Arañas Zombi.
challenge_ladykiller,,Challenge Info,KgNone,女士杀手,"Femmes, je vous aime",Frauenheld,,Rompecorazones
challenge_ladykiller_offer,,Challenge Info,KgNone,"亲爱的陌生人：\n我的队友已经跟踪你很久了，他们向我报告说，你是一个很有潜力的家伙。那么，如果你能完成一个小小的挑战，我们营地的大门就会为你敞开。\n\n像狐狸般疯狂的杰克\n\n挑战：杀死一些女性僵尸","Salut toi,\nMon équipe te suit depuis un certain temps et tu fais preuve de potentiel. Si tu réussis ce défi, il se pourrait qu'on ait de la place pour une nouvelle recrue dans notre campement.\n\nJake le renard cinglé\n\nDéfi : tuer des femmes zombies","Lieber Fremder!\nMeine Leute haben dich beobachtet und berichten, dass du Potenzial hast. Wenn du diese Herausforderung schaffst, haben wir in unserem Lager vielleicht Platz für noch einen neuen Rekruten.\n\nCrazy „wie ein Fuchs“ Jake\n\nHerausforderung: Töte ein paar weibliche Zombies",,"Querido/a extraño/a:\nMi grupo te ha estado siguiendo y dice que tienes potencial. Dicho esto, si pasas este desafío, quizá haya lugar para un recluta nuevo en nuestro campamento.\n\nJake, loco como una cabra.\n\nDesafío: Mata a algunas zombis mujer."
challenge_ladykiller_subtitle,,Challenge Info,KgNone,杀死一些女性僵尸,Tuer des femmes zombies,Töte ein paar weibliche Zombies,,Mata a algunas Zombis Mujer.
challenge_maneater,,Challenge Info,KgNone,食人者,Un monde d'hommes,Echte Kerle,,Devorahombres
challenge_maneater_offer,,Challenge Info,KgNone,"嘿，混蛋：\n废土是一个孤独又荒凉的地方。我们观察你好一阵子了，觉得你应该能融入我们的部落。但是想要加入我们，你必须证明自己的能力。接受我交给你的考验，如果你能毫不费力地通过，我们就会考虑让你加入。\n\n疯疯癫癫的杰克\n\n挑战：杀死一些男性僵尸","Salut trou de balle,\nOn se sent vite seul sur les terres désolées. Après observation, on trouve que tu pourrais être une bonne recrue pour notre clan. Mais avant qu'on accepte une nouvelle bouche à nourrir, il va falloir que tu fasses tes preuves. Accomplis cette tâche et on verra.\n\nJake le cinglé, mais toujours en forme\n\nDéfi : tuer des hommes zombies","Hey Arschloch!\nDas Ödland ist einsam und trostlos. Wir haben dich beobachtet und denken, dass du gut zu unserem Klan passen würdest. Aber bevor wir noch ein hungriges Maul mehr durchfüttern müssen, musst du dich erst als würdig erweisen. Erledige diese Aufgabe und vielleicht nehmen wir dich auf.\n\nCrazy „aber noch immer fit“ Jake\n\nHerausforderung: Töte ein paar männliche Zombies",,"Oye, estúpido:\nEl páramo es un lugar solitario y desolado. Te hemos seguido la pista y creemos haber encontrado una adición buena a nuestro clan. Pero antes de tener otra boca que alimentar, debemos asegurarnos de que te lo mereces. Completa esta tarea y lo pensaremos.\n\nJake, loquito, pero coleando.\n\nDesafío: Mata a un par zombis hombre."
challenge_maneater_subtitle,,Challenge Info,KgNone,杀死一些男性僵尸,Tuer des hommes zombies,Töte ein paar männliche Zombies,,Mata a un par Zombis Hombre.
challenge_imalumberjackandimokay,,Challenge Info,KgNone,我是伐木工我最棒,Va falloir bûcher,Ich bin Holzfäller und mir geht’s gut,,Soy un leñador y me parece bien
challenge_imalumberjackandimokay_offer,,Challenge Info,KgNone,"嘿，混球：\n我们观察你很久了，也已经差不多摸清了你的底细。看起来你一个人也能在废土中好好地生存下去，但是人终归需要一些伙伴，对吧？去完成我交给你的任务，这样我就会考虑让你加入我们的“私人俱乐部”。小忠告：你最好穿得保暖一些。\n\n我的脑子不太正常，疯狂的杰克敬上\n\n挑战：用消防斧砍死一些伐木工僵尸","Salut macaque,\nOn t'observe et on sait qui tu es. Tu as l'air de bien te débrouiller, mais voyons si tu arrives à relever ce défi. Fais ça correctement et tu auras peut-être le droit de rejoindre notre club privé. Couvre-toi bien surtout.\n\nJake le cinglé pas bien dans sa tête\n\nDéfi : tuer des bûcherons zombies avec une hache de pompier","Hey Bastard!\nWir haben dich beobachtet und wir wissen, wer du bist. Du scheinst gut auf dich selbst aufpassen zu können. Mal sehen, ob du dich auch dieser Herausforderung stellen kannst. Erledige das und vielleicht nehmen wir dich in unseren privaten Klub auf. Zieh dich lieber warm an.\n\nDer durchgeknallte Crazy Jake\n\nHerausforderung: Töte ein paar Holzfäller-Zombies mit einer Feueraxt",,"Oye, anormal:\nTe hemos estado vigilando y sabemos quién eres. Parece que puedes cuidarte solo bastante bien, pero vamos a ver si puedes hacer esto. Hazlo y puede que te admitamos en nuestro club privado. Será mejor que te abrigues.\n\nDe remate, Jake el Loco.\n\nDesafío: Mata a un par zombis leñador con un hacha de bombero."
challenge_imalumberjackandimokay_subtitle,,Challenge Info,KgNone,杀死一些雪地僵尸,Tuer des zombies des neiges,Töte ein paar Schnee-Zombies,,Mata a un par zombis de nieve.
challenge_yournothingspecial,,Challenge Info,KgNone,你也没什么特别的,Tu n'as rien de spécial,Du bist nichts Besonderes,,No eres especial
challenge_yournothingspecial_offer,,Challenge Info,KgNone,"听好了蠢货：\n你到现在还能活着，是因为我们觉得你挺有意思。没错，我们已经观察你很久了。看得出来你很有生存天赋，我想给你来个小考验，如果你能通过，那么欢迎加入我们的“疯狂小队”。\n\n脑子进水的疯子杰克\n\n挑战：杀死一些特殊感染的僵尸","Écoute débile,\nSi tu es toujours en vie, c'est parce que je t'aime bien. Et ouais, on te surveille. Quelqu'un avec tes talents pourrait nous être utile, alors si tu arrives à venir à bout de cette petite tâche, tu pourras peut-être rejoindre l'équipe du cinglé.\n\nJake le cinglé comme pas possible\n\nDéfi : tuer des zombies infectés spéciaux","Hör zu, du Arsch!\nDu bist nur noch am Leben, weil ich dich mag. Ganz recht, wir beobachten dich. Wir könnten jemanden mit deinen Talenten gebrauchen. Wenn du also diese klitzekleine Aufgabe erledigen kannst, schaffst du es vielleicht ins Team Crazy.\n\nIch bin so was von durchgeknallt, aber so gefällt es mir! Crazy Jake\n\nHerausforderung: Töte ein paar besondere infizierte Zombies",,"Escucha, idiota:\nSi no estás bajo tierra es porque me caes bien. Es cierto, te hemos estado vigilando. Nos vendría bien alguien con tu talento, así que si puedes acabar esta sencilla tarea, puede que formes parte del Equipo Loco.\n\nEstoy tocado y me encanta, Jake el Loco.\n\nDesafío: Mata a un par zombis especiales infectados."
challenge_yournothingspecial_subtitle,,Challenge Info,KgNone,杀死一些特殊感染体,Tuer des infectés spéciaux,Töte ein paar besondere Infizierte,,Mata a un par especiales infectados.
challenge_killthewabbit,,Challenge Info,KgNone,猎杀兔子,Laaapin,Kaninchenzeit,,Mata al conejito.
challenge_killthewabbit_offer,,Challenge Info,KgNone,"你好啊，幸存者：\n当你看到这张纸条，说明我们已经观察你很久了。你掌握了不少生存技巧，我想给你来一个考验，如果你能通过，那么我们会很欢迎你的加入。\n\n祝你好运，机智的威利敬上\n\n挑战：用短管散弹枪杀死一些兔子","Bien le bonjour,\nSi tu as récupéré ce message, tu sais qu'on t'observe. Tu t'y connais en survie, c'est certain, mais voyons si tu peux relever ce défi et peut-être qu'on te laissera nous rejoindre.\n\nBonne chance, Willie le rusé\n\nDéfi : tuer des lapins avec un fusil à pompe à canon scié","Hallihallo, Überlebender!\nWenn du diese Notiz gefunden hast, weißt du, dass wir dich beobachtet haben. Du bist ein Überlebenskünstler, das muss man dir lassen, aber sehen wir mal, ob du diese Herausforderung bestehst. Und vielleicht nehmen wir dich dann auf.\n\nViel Glück! Slick Willie\n\nHerausforderung: Töte ein paar Hasen mit einer abgesägten Schrotflinte",,"Qué hay, sobreviviente:\nSi recogiste esta nota, sabrás que te estamos observando. Tus habilidades de supervivencia son buenas, pero vamos a ver si puedes superar este desafío. Quizá te dejemos entrar si lo haces.\n\nBuena suerte, Willie el Escurridizo.\n\nDesafío: Mata a un par conejos con una escopeta recortada."
challenge_killthewabbit_subtitle,,Challenge Info,KgNone,用散弹枪猎杀兔子,Tuer des lapins avec un fusil,Töte Hasen mit einer Schrotflinte,,Mata a un par conejos con una escopeta.
challenge_nailsomechicks,,Challenge Info,KgNone,钉杀一些小鸡,Fais-toi des poulettes,Nagel ein paar Hühner,,Remacha los pollos
challenge_nailsomechicks_offer,,Challenge Info,KgNone,"你好，朋友：\n当你看到了这张纸条，说明我们一直以来都在观察着你的一举一动。我们正在招收新成员，看得出来你值得我们的邀请。完成我交给你的工作，证明自己的能力，然后我们就会分你一杯羹。\n\n正派的机灵鬼威利\n\n挑战：用钉枪杀几只鸡","Salut camarade,\nSi tu lis ce message, tu sais qu'on te surveille. On cherche de nouvelles recrues et on pense que tu peux faire l'affaire. Fais ce petit boulot et il se peut qu'on prenne une volaille de plus au poulailler. Enfin, sauf si t'es une poule mouillée, haha.\n\nWillie le rusé comme un renard...\n\nDéfi : tuer des poulets avec un pistolet à clous","Hallo Freund!\nWenn du diese Notiz liest, weißt du, dass wir dich beobachtet haben. Wir suchen nach neuen Rekruten und ich denke, du hast, was wir brauchen. Erledige diese kleine Aufgabe und vielleicht machen wir Platz für noch ein Huhn in unserem Hühnerstall. Außer du bist ein feiges Huhn. Haha.\n\nGlatter als eingefettete Gänsescheiße … Willie\n\nHerausforderung: Töte ein paar Hühner mit einer Nagelpistole",,"Hola:\nSi estás leyendo esta nota, sabrás que tienes compañía. Buscamos nuevos reclutas y creemos que tú tienes lo necesario. Haz este trabajito y puede que haya sitio para una gallina más en nuestro corral. A menos que seas una verdadera gallina. Ja, ja.\n\nWillie, más escurridizo que una mierda de pavo engrasada.\n\nDesafío: Mata a algunos pollos con la pistola de clavos."
challenge_nailsomechicks_subtitle,,Challenge Info,KgNone,用钉枪杀鸡,Tuer des poulets avec un pistolet à clous,Töte Hühner mit einer Nagelpistole,,Mata a pollos con la pistola de clavos.
challenge_thatlldopig,,Challenge Info,KgNone,杀猪小能手,Espèce de porc,"Gut gemacht, Schwein",,"Eso es todo, puerco"
challenge_thatlldopig_offer,,Challenge Info,EnChanged KgNone,"祝好，旅行者：\n当你拿起这张纸条的时候，请记住，我们的几个小伙子已经像苍蝇似的在你身边转悠了很久了，因为我们觉得你挺有料的。如果你能完成我给你安排的小任务，我们就考虑让你加入。\n\n聪明但不狡猾的……威利\n\n挑战：杀几头野猪","Salutations tête brûlée,\nSi tu as ce message entre les mains, tu sais que mes gars te collent au derrière comme les mouches au cul des porcs. Tout ça parce qu'on te pense digne de Willie le rusé. Remplis cette tâche et tu feras peut-être partie de la famille.\n\nWillie le cul-terreux rusé\n\nDéfi : tuer des porcs","Sei gegrüßt, Reisender!\nWenn du diese Notiz in Händen hältst, dann solltest du wissen, dass meine Jungs dich umschwirrt haben wie Fliegen die Schweinescheiße. Denn wir denken, dass du was für Slick Willie wärst. Wenn du jetzt nur noch diese klitzekleine Aufgabe erledigst, dann bist du vielleicht einer von uns.\n\nIch bin kein schmieriges Stadtkind … Willie\n\nHerausforderung: Töte ein paar Wildschweine",,"Saludos, viajero/a:\nSi esta nota está en tus manos, sabrás que mis chicos han estado pegados a ti como moscas en mierda de cerdo. Es porque creemos que tienes lo necesario para ser parte de la banda de Willie el Escurridizo. Si puedes hacerte cargo de esta insignificante tarea, tal vez formes parte de nuestra familia.\n\nTodo se me escurre... Willie.\n\nDesafío: Mata a algunos cerdos."
challenge_thatlldopig_subtitle,,Challenge Info,EnChanged KgNone,杀几头野猪,Tuer des porcs,Töte Wildschweine,,Mata a puercos.
challenge_stagparty,,Challenge Info,KgNone,雄鹿派对,Bienvenue chez les cornus,Ich werd zum Hirsch!,,Fiesta de ciervos
challenge_stagparty_offer,,Challenge Info,KgNone,"嗯……你好\n当你看到这张纸条的时候，我们的队员已经观察你很久了。如果你能通过我交给你的小考验，威利大家庭将欢迎你的加入。上帝为你打开了一扇希望之门，好好把握。\n\n老道的威利\n\n挑战：杀几头雄鹿","Comment ça va ?\nSi tu lis cette lettre, tu sais sûrement que mon équipe t'observe. Rends-nous service et on pourrait bien te laisser rejoindre le clan de Willie. Dans le cas contraire, gare à tes fesses en repartant.\n\nWillie l'enfoiré sacrément rusé\n\nDéfi : tuer des cerfs","Na wie geht es dir, Freund?\nWenn du diesen Brief liest, solltest du wissen, dass meine Leute dich beobachtet haben. Erledige diese kleine Aufgabe für uns und vielleicht darfst du dann den Willies beitreten. Falls nicht, dann mach dich schnell vom Acker!\n\nSlick „glatt wie ein Aal“ Willie\n\nHerausforderung: Töte ein paar Hirsche",,"¿Qué tal te va, colega?:\nSi estás leyendo esta carta, sabrás que mi grupo te ha estado siguiendo. Realiza esta tarea y puede que formes parte de los Willies. Si no la haces, no dejes que la puerta te golpee las narices.\n\nWillie, más escurridizo que una anguila.\n\nDesafío: Mata a un par de ciervos."
challenge_stagparty_subtitle,,Challenge Info,KgNone,杀几头雄鹿,Tuer des cerfs,Töte Hirsche,,Mata ciervos.
challenge_dontfeedthebears,,Challenge Info,KgNone,别成了熊的盘中餐,Ours mal léché,Bärenhunger,,No alimente a los osos
challenge_dontfeedthebears_offer,,Challenge Info,EnChanged KgNone,"你好，伙计：\n你一定知道我们跟踪你很久了吧，除非脑子进了大便。不扯别的，让我们直奔主题吧。我们想邀请你加入威利大家庭，但首先你必须通过考验。\n\n头脑灵活的威利\n\n挑战：杀几头熊","Salut camarade,\nÀ moins que tu aies de la merde à la place de la cervelle, tu sais qu'on te suit depuis un moment. Après ces politesses, venons-en au fait. On aimerait que tu rejoignes le clan de Willie, mais tu dois réussir notre initiation avant qu'on puisse l'envisager.\n\nWillie le rusé foutrement pervers\n\nDéfi : tuer des ours","Hallihallo Freund!\nWenn dir nicht jemand ins Hirn geschissen hat, weißt du wahrscheinlich schon, dass wir dich beobachtet haben. Jetzt da wir die nötigen Höflichkeiten ausgetauscht haben, komme ich gleich zum Punkt. Wir möchten, dass du den Willies beitrittst, aber zuerst musst du diese Prüfung bestehen, damit wir dich vielleicht aufnehmen.\n\nGlatter als ein Fischschwanz … Willie\n\nHerausforderung: Töte ein paar Bären",,"Qué hay, amigo/a:\nA menos que tengas un cerebro de mierda, probablemente sabes que te estamos siguiendo. Ya que terminamos con las cortesías, vayamos al grano. Queremos que te unas a los Willies, pero antes tienes que pasar un rito de iniciación para siquiera considerarte.\n\nWillie, escurridizo cual pinga de pececillo.\n\nDesafío: Mata a un par osos."
challenge_dontfeedthebears_subtitle,,Challenge Info,KgNone,杀几头熊,Tuer des ours,Töte Bären,,Mata a osos.
challenge_buythefarm,,Challenge Info,KgNone,买下农场,La ferme,Tierisch gut,,Compra la granja
challenge_buythefarm_offer,,Challenge Info,EnChanged KgNone,"你好，幸存者：\n我想你找到我们留下的纸条了，那么就打开天窗说亮话吧。我们观察你很久了，认为你会是一个不错的新成员。但是在为一个陌生人敞开大门之前，我们得先看看他能不能完成最简单的工作。\n\n油腔滑调的威利\n\n挑战：杀几只动物","Alors la terreur,\nFaut croire que tu as trouvé le message qu'on t'a laissé. Ça, c'est fait, passons aux choses sérieuses. Après avoir vu ce dont tu es capable, on trouve que tu ferais une bonne recrue. Mais avant qu'on t'accepte, voyons si tu peux faire un truc aussi simple que cette tâche.\n\nWillie le plus rusé des merdeux\n\nDéfi : tuer des animaux","Also gut, Überlebender!\nDu hast wohl die Notiz gefunden, die wir für dich hinterlassen haben. Jetzt da die Katze aus dem Sack ist, können wir gleich zum Punkt kommen. Wir haben dich beobachtet und denken, dass du ein guter Rekrut wärst. Doch bevor wir einen Fremden aufnehmen, müssen wir erst sehen, ob du diese einfache Aufgabe erledigen kannst.\n\nIch bin glatter als Katzenscheiße auf Linoleum … Willie\n\nHerausforderung: Töte ein paar Tiere",,"Bueno, sobreviviente:\nCreo que has encontrado la nota que te dejé. Ahora que ya se descubrió el pastel, vamos a lo que nos va. Te hemos estado siguiendo y creemos que puedes ser un buen recluta. Pero antes de abrirle las puertas a un extraño, veamos si puedes hacer un trabajillo muy simple.\n\nWillie, más escurridizo que una mierda de gato en linóleo.\n\nDesafío: Mata a un par animales."
challenge_buythefarm_subtitle,,Challenge Info,KgNone,杀几只动物,Tuer des animaux,Töte ein paar Tiere,,Mata a un par animales.
treasure_taylor,,,KgNone,泰勒的藏宝图,La carte au trésor de Taylor,Taylors Schatzkarte,,Mapa del tesoro de Taylor
treasure_taylor_offer,,Challenge Info,KgNone,"亲爱的幸存者：\n如果你看到这张纸条，说明最糟糕的事情发生了——我可能已经死了。但是，与其让那些被我藏起来的补给品就这么白白浪费，还不如都送给你了。我已经把藏着补给品的位置在地图上标记出来了。\n\n祝你好运，泰勒敬上","Bonjour,\nSi tu lis ce message, c'est que le pire est arrivé et que je n'ai probablement pas survécu. Plutôt que de gaspiller toutes mes réserves, je voudrais que tu en utilises une. L'emplacement est indiqué sur cette carte.\n\nBonne chance, Taylor","Lieber Überlebender!\nWenn du diese Notiz liest, dann ist wohl das Schlimmste eingetreten und ich bin wahrscheinlich tot. Aber da ich nicht möchte, dass niemand etwas von meinen Vorräten hat, sollst du eines meiner Verstecke aufsuchen. Ich habe den Standort auf dieser Karte markiert.\n\nViel Glück! Taylor",,"Querido/a sobreviviente:\nSi estás leyendo esta nota, probablemente sucedió lo peor y la muerte me haya llevado. Pero en lugar de dejar que mi alijo se desperdicie, quiero que tú lo tengas. Marqué su ubicación en este mapa.\n\nBuena suerte, Taylor."
treasure_taylor_subtitle,,Challenge Info,KgNone,泰勒的藏宝图,La carte au trésor de Taylor,Taylors Schatzkarte,,Mapa del tesoro de Taylor
treasure_nickole,,,KgNone,尼科尔的藏宝图,La carte au trésor de Nickole,Nickoles Schatzkarte,,Mapa del tesoro de Nickole
treasure_nickole_offer,,Challenge Info,KgNone,"你好，陌生人：\n如果你捡到这张纸条，说明我很有可能已经被丧尸吃掉了。跟着这张地图，它能带你找到我藏着好东西的地方，千万别让疯狂的杰克发现了。希望你找到以后能好好利用它们。\n\n最美好的祝愿，尼科尔敬上","À qui lira ce message,\nSi tu as ces mots en ta possession, c'est que les morts ont fini par me dévorer. Suis cette carte pour trouver l'un des nombreux et précieux trésors que j'ai protégés de Jake le cinglé. Si tu le trouves, utilise-le à bon escient.\n\nAmicalement, Nickole","An alle, die es angeht!\nWenn du im Besitz dieser Notiz bist, dann ist es gut möglich, dass ich von den Toten aufgefressen wurde. Folge dieser Karte zu einem meiner Verstecke mit wertvollen Schätzen, die ich vergraben habe, damit Crazy Jake sie nicht findet. Wenn du es findest, mach das Beste daraus.\n\nLiebe Grüße Nickole",,"A quien corresponda:\nSi encontraste esta nota, probablemente fui cena de los muertos. Sigue este mapa para encontrar uno de mis muchos tesoros. Están enterrados bajo tierra para ocultarlos de Jake el Loco. Si lo encuentras, espero que te sea útil.\n\nBuena suerte, Nickole."
treasure_nickole_subtitle,,Challenge Info,KgNone,尼科尔的藏宝图,La carte au trésor de Nickole,Nickoles Schatzkarte,,Mapa del tesoro de Nickole
treasure_stephan,,,KgNone,史蒂芬的藏宝图,La carte au trésor de Stephan,Stephans Schatzkarte,,Mapa del tesoro de Stephan
treasure_stephan_offer,,Challenge Info,KgNone,"亲爱的朋友：\n如果你找到这张纸条，说明我很有可能死了，更糟糕的情况是我也成了僵尸。我留给你的这张地图能帮你找到我藏着补给的地方，如果你能找到，希望你能好好利用它们，让这个世界变得稍微美好一点。\n\n你忠实的朋友，史蒂芬敬上","Camarade,\nSi tu lis ce message, je suis certainement mort ou, pire, je suis devenu l'un des monstres. Je te laisse donc cette carte, qui te guidera vers l'un de mes nombreux stocks enterrés. Si tu le retrouves, promets-moi que tu t'en serviras pour rendre ce monde meilleur.\n\nTon serviteur, Stephan","Lieber Freund!\nWenn du diese Notiz hast, dann bin ich wahrscheinlich tot oder, noch schlimmer, eines von den Monstern. Ich hinterlasse dir diese Karte, die dich zu einem meiner zahlreichen Verstecke führt, wo ich Vorräte vergraben habe. Wenn du es findest, versprich mir, dass du diese Welt damit wieder zu einem besseren Ort machst.\n\nHochachtungsvoll Stephan",,"Querido/a amigo/a:\nSi tienes esta nota, probablemente esté muerto, o peor, puede que sea uno de esos monstruos. Te dejo este mapa. Te llevará a una de mis muchas reservas de suministros enterradas. Si la encuentras, promete que la usarás para hacer de este mundo un lugar mejor otra vez.\n\nCon amor, Stephan."
treasure_stephan_subtitle,,Challenge Info,KgNone,史蒂芬的藏宝图,La carte au trésor de Stephan,Stephans Schatzkarte,,Mapa del tesoro de Stephan
treasure_jennifer,,,KgNone,詹妮弗的藏宝图,La carte au trésor de Jennifer,Jennifers Schatzkarte,,Mapa del tesoro de Jennifer
treasure_jennifer_offer,,Challenge Info,KgNone,"致捡到纸条的人：\n伙计，我的生命快要到头了。那些怪物快要破门而入，此刻我多么希望自己能被人记住，而不是作为一个懦夫的身份就这么死了。我留给你这张地图，它能带你找到我藏着补给的地方。\n\n愿上帝保佑你，詹妮弗敬上","À qui trouvera ce message,\nCamarade, la fin est proche. Les monstres s'apprêtent à enfoncer ma porte. Dans mes derniers instants, je pense à ce que je laisse derrière moi. J'aimerais que les gens pensent à mon altruisme plutôt qu'à ma lâcheté. Je te laisse cette carte qui te guidera vers l'un de mes nombreux coffres secrets enterrés.\n\nQue Dieu te bénisse, Jennifer","An denjenigen, der diese Notiz findet!\nFreund, das Ende ist nahe. Die Monster brechen meine Tür auf, aber in meinen letzten Momenten kann ich nur daran denken, wie ich in Erinnerung bleiben möchte. Nicht als Feigling, sondern als jemand, der an andere denkt. Ich hinterlasse dir diese Karte, die dich zu einer meiner vielen geheimen Truhen führt, die ich vergraben habe.\n\nGott segne dich! Jennifer",,"A quier corresponda:\nAmigo, el final está cerca. Los monstruos están derribando la puerta, pero en mis últimos momentos, solo puedo pensar en cómo quiero que me recuerden. No como una cobarde, sino como alguien que pensaba en los demás. Te dejo este mapa. Lleva hacia uno de mis muchos cofres secretos enterrados.\n\nDios te bendiga, Jennifer."
treasure_jennifer_subtitle,,Challenge Info,KgNone,詹妮弗的藏宝图,La carte au trésor de Jennifer,Jennifers Schatzkarte,,Mapa del tesoro de Jennifer
treasure_claude,,,KgNone,克劳德的藏宝图,La carte au trésor de Claude,Claudes Schatzkarte,,Mapa del tesoro de Claude
treasure_claude_offer,,Challenge Info,KgNone,"你好，朋友：\n我不认识你，但是我想与你分享一下我人生中最黑暗的时刻。我被一只怪物咬伤了，而且我能感觉到自己在慢慢地转变。我忍住想要吃掉家人的冲动，还想最后做一件善事。用这张地图找到我藏着私人补给的地方，用它们好好活下去。\n\n真诚的克劳德敬上","Salut camarade,\nJe ne te connais pas, mais je ressens le besoin de partager mes pensées en ces temps si sombres. La morsure de l'un de ces monstres me pousse à me transformer. Alors que je lutte contre l'envie de dévorer ma famille, j'ai besoin de faire une dernière bonne action. Suis cette carte, elle te guidera vers l'une de mes nombreuses réserves personnelles. J'espère qu'elle t'aidera à survivre.\n\nSincèrement, Claude","Hallo Freund!\nIch kenne dich gar nicht, aber ich muss meine Gedanken in meiner dunkelsten Stunde teilen. Ich wurde von einem dieser Monster gebissen und ich spüre, wie ich mich verwandle. Während ich gegen das Verlangen ankämpfe, meine ganze Familie aufzufressen, möchte ich eine letzte gute Tat vollbringen. Folge dieser Karte, um eines meiner vielen persönlichen Verstecke mit Vorräten zu finden. Hoffentlich hält es dich am Leben.\n\nMit besten Grüßen Claude",,"Hola, amigo/a:\nNi siquiera te conozco, pero tengo que compartir mis pensamientos en el peor de los momentos. Uno de esos monstruos me ha mordido. Puedo sentir cómo me estoy convirtiendo. Lucho contra las ganas de comerme a mi propia familia, pero siento la necesidad de hacer una última buena acción. Sigue este mapa, te llevará hacia una de mis muchas reservas personales. Espero que te mantenga con vida.\n\nSinceramente, Claude."
treasure_claude_subtitle,,Challenge Info,KgNone,克劳德的藏宝图,La carte au trésor de Claude,Claudes Schatzkarte,,Mapa del tesoro de Claude
treasure_sarah,,,KgNone,莎拉的藏宝图,La carte au trésor de Sarah,Sarahs Schatzkarte,,Mapa del tesoro de Sarah
