Key,Source,Context,Changes,English,French,German,Klingon,Spanish
bandana,items,Clothes,KgNone,花手帕,Bandana,Halstuch,,Bandana
bandanaBlack,items,Clothes,KgNone,黑手帕,Bandana noir,Schwarzes Halstuch,,Bandana negra
bandanaBlue,items,Clothes,KgNone,蓝手帕,Bandana bleu,Blaues Halstuch,,Bandana azul
bandanaBrown,items,Clothes,KgNone,棕手帕,Bandana marron,Braunes Halstuch,,Bandana marrón
bandanaGreen,items,Clothes,KgNone,绿手帕,Bandana vert,Grünes Halstuch,,Bandana verde
bandanaRed,items,Clothes,KgNone,红手帕,Bandana rouge,Rotes Halstuch,,Bandana roja
blackCowboyHat,items,Clothes,KgNone,黑牛仔帽,Chapeau noir de cowboy,Schwarzer Cowboyhut,,Sombrero negro de vaquero
blackDenimPants,items,Clothes,KgNone,黑工装裤,Jean noir,Schwarze Denim-Hose,,Pantalones de mezclilla negros
brownDenimPants,items,Clothes,KgNone,棕工装裤,Jean marron,Braune Denim-Hose,,Pantalones de mezclilla marrones
cigar,items,Clothes,KgNone,雪茄,Cigare,Zigarre,,Puro
cigarDesc,items,Clothes,KgNone,"你喜欢把事情理顺的感觉，不是吗？","Vous adorez quand un plan se déroule sans accroc, pas vrai ?","Dir gefällt es doch, wenn ein Plan funktioniert, nicht?",,"Te encanta que un plan salga bien, ¿verdad?"
cigarette,items,Clothes,KgNone,香烟,Cigarette,Zigarette,,Cigarrillo
clothBoots,items,Clothes,KgNone,布靴,Bottes en tissu,Stoffstiefel,,Botas de tela
clothClothesGroupDesc,items,Clothes,KgNone,布制材质可以抵御恶劣的天气，也能抵挡一小部分其它类型伤害。,Les vêtements vous protègent contre les intempéries et légèrement contre d'autres sortes de dégâts.,Stoff schützt etwas vor der Witterung und bietet etwas Schutz vor anderen Schadensarten.,,La ropa de tela protege un poco contra el clima y contra otros tipos de daños.
clothGloves,items,Clothes,KgNone,布手套,Gants en tissu,Stoffhandschuhe,,Guantes de tela
clothHat,items,Clothes,KgNone,布头盔,Casque en tissu,Stoffkopfschutz,,Armadura de tela para la cabeza
clothJacket,items,Clothes,KgNone,布胸甲,Plastron en tissu,Stoffbrustpanzer,,Coraza de tela
clothPants,items,Clothes,KgNone,布腿甲,Jambières en tissu,Stoffbeinschienen,,Espinillera de tela
cowboyHat,items,Clothes,KgNone,牛仔帽,Chapeau de cowboy,Cowboyhut,,Sombrero de vaquero
cowboyHatGroupDesc,items,Clothes,KgNone,看起来很酷，而且可以让你在炎热的天气里保持凉爽。,Portez ce chapeau de cowboy stylé pour avoir l'air cool et rester au frais lorsqu'il fait très chaud.,Dieser stilsichere und breitrandige Cowboyhut sieht gut aus und schützt vor der Hitze.,,Mantente fresco y luce cool con tu sombrero de vaquero.
denimClothesGroupDesc,items,Clothes,KgNone,十分舒适，抵御一小部分的天气和其他类型伤害。,Portez ces vêtements en jean pour vous sentir à l'aise et vous protéger contre les intempéries et d'autres sortes de dégâts.,Denim-Kleidung sitzt perfekt und schützt etwas vor der Witterung und anderen Schadensarten.,,Siéntete completamente cómodo al tiempo que te proteges un poco del clima y otros tipos de daño con este conjunto de mezclilla.
denimJacket,items,Clothes,KgNone,工装夹克,Veste en jean,Denim-Jacke,,Chaqueta de mezclilla
denimPants,items,Clothes,KgNone,蓝工装裤,Jean bleu,Blaue Denim-Hose,,Pantalones de mezclilla azules
footballHelmet,items,Clothes,KgNone,橄榄球头盔,Casque de football américain,Footballhelm,,Casco de fútbol americano
footballHelmetDesc,items,Clothes,KgNone,可以抵抗冲击和穿刺伤害。如果还有橄榄球联赛的话，你还能为你喜爱的队伍喝彩呢。,Protégez-vous contre les commotions cérébrales et autres blessures perforantes. Faites semblant que les ligues de football existent encore et encouragez votre équipe préférée.,Bietet großartigen Schlag- und Stichschutz. Außerdem kannst du dein Lieblingsteam anfeuern als ob organisierte Football-Spiele noch existieren würden.,,"Ofrece una gran defensa frente a contusiones y perforaciones. Además, podrás apoyar a tu equipo favorito como si el fútbol americano todavía existiera."
gasMask,items,Clothes,KgNone,防毒面具,Masque à gaz,Gasmaske,,Máscara de gas
gasMaskDesc,items,Clothes,KgNone,防毒面具能提供一点面部保护。,Le masque à gaz protège légèrement le visage.,Die Gasmaske schützt das Gesicht leicht.,,La máscara de gas proporciona algo de protección facial.
goggles,items,Clothes,KgNone,护目镜,Lunettes de protection,Schutzbrille,,Gafas de buceo
gogglesDesc,items,Clothes,KgNone,护目镜能提供一点面部保护。,Ces lunettes protègent légèrement le visage.,Die Schutzbrille schützt das Gesicht leicht.,,Las gafas de buceo proporcionan algo de protección facial.
hazmatBoots,items,Clothes,KgNone,防护靴子,Bottes de protection,Schutzanzugstiefel,,Botas de material peligroso
hazmatClothesGroupDesc,items,Clothes,KgNone,"防护服装不仅能隔离辐射，还能让你保持干燥温暖","L'équipement de protection vous protège non seulement contre les radiations, mais également contre l'humidité et le froid.","Der Schutzanzug schützt nicht nur vor Strahlung, sondern auch vor Wasser und hält relativ warm.",,"El equipamiento de material peligroso no solo te protege de la radiación, sino que también te mantiene seco y bastante abrigado."
hazmatGloves,items,Clothes,KgNone,防护手套,Gants de protection,Schutzanzughandschuhe,,Guantes de material peligroso
hazmatMask,items,Clothes,KgNone,防护面具,Masque de protection,Schutzanzugmaske,,Máscara de material peligroso
hazmatPants,items,Clothes,KgNone,防护裤子,Pantalon de protection,Schutzanzughose,,Pantalones de material peligroso
ironBoots,items,Clothes,KgNone,铁靴,Bottes en fer,Eisenstiefel,,Botas de hierro
ironChestArmor,items,Clothes,KgNone,铁胸甲,Plastron en fer,Eisenbrustpanzer,,Coraza de hierro
ironClothesGroupDesc,items,Clothes,KgNone,铁制盔甲可以提供对于冲击和穿刺伤害的保护，但是无法抵抗寒冷的天气。,"Les vêtements en fer vous offrent une très bonne protection contre les commotions cérébrales et autres blessures perforantes, mais ne protègent pas contre le froid.","Eisenkleidung bietet großartigen Schutz vor Schlag- und Stichschaden, hält bei kaltem Wetter aber nicht warm.",,"La ropa de hierro brinda una gran protección frente a contusiones y perforaciones, pero nada de protección contra el frío."
ironGloves,items,Clothes,KgNone,铁手套,Gants en fer,Eisenhandschuhe,,Guantes de hierro
ironHelmet,items,Clothes,KgNone,铁头盔,Casque en fer,Eisenhelm,,Casco de hierro
ironLegArmor,items,Clothes,KgNone,铁腿甲,Jambières en fer,Eisenbeinschienen,,Espinillera de hierro
kevlarArmorGroupDesc,items,Clothes,KgNone,防弹装甲可以提供最好的防护，并且能在温和的天气中提供较好的保护。,L'armure en kevlar offre une protection optimale en tant qu'armure et une protection modérée contre les intempéries.,Die Kevlarrüstung bietet den besten Rüstungsschutz und einen moderaten Schutz vor der Witterung.,,La armadura de Kevlar proporciona la mejor defensa de armadura y protección moderada contra el clima.
kevlarBoots,items,Clothes,KgNone,防弹靴子,Bottes en kevlar,Kevlarstiefel,,Botas de Kevlar
kevlarGloves,items,Clothes,KgNone,防弹手套,Gants en kevlar,Kevlar-Handschuhe,,Guantes de Kevlar
kevlarHelmet,items,Clothes,KgNone,防弹头盔,Casque en kevlar,Kevlarhelm,,Casco de Kevlar
kevlarHelmetDesc,items,Clothes,KgNone,防弹头盔是废土中最好的防护装备。,Le casque en Kevlar offre une protection optimale dans les terres désolées.,Der Kevlarhelm bietet den bestmöglichen Schutz im Ödland.,,El casco de Kevlar ofrece la mejor protección contra daño en el páramo.
kevlarLegArmor,items,Clothes,KgNone,防弹腿甲,Jambières en kevlar,Kevlar-Beinschienen,,Greba de Kevlar
kevlarVest,items,Clothes,KgNone,防弹背心,Gilet en kevlar,Kevlar-Weste,,Chaleco de Kevlar
leatherBoots,items,Clothes,KgNone,皮靴子,Bottes en cuir,Lederstiefel,,Botas de cuero
leatherClothesGroupDesc,items,Clothes,KgNone,皮质服装可以隔绝恶劣天气，同时能抵御其它伤害。,Les vêtements en cuir offrent une combinaison idéale entre l'isolation contre les intempéries et la protection contre d'autres sortes de dégâts.,Lederkleidung kombiniert sehr guten Schutz vor den Witterungen und Schutz vor anderen Schadensarten.,,La ropa de cuero ofrece una gran combinación de aislamiento térmico y protección contra otros tipos de daños.
leatherGloves,items,Clothes,KgNone,皮手套,Gants en cuir,Lederhandschuhe,,Guantes de cuero
leatherHood,items,Clothes,KgNone,皮兜帽,Capuche en cuir,Lederkapuze,,Capucha de cuero
leatherJacket,items,Clothes,KgNone,皮胸甲,Plastron en cuir,Lederbrustpanzer,,Coraza de cuero
leatherPants,items,Clothes,KgNone,皮腿甲,Jambières en cuir,Lederbeinschienen,,Espinillera de cuero
militaryArmorGroupDesc,items,Clothes,KgNone,军用盔甲可以提供最高级的护甲保护，并且可以抵御较为正常的天气状况。,L'armure militaire offre une protection optimale en tant qu'armure et une protection modérée contre les intempéries.,Militärische Ausrüstung bietet den besten Rüstungsschutz und einen moderaten Schutz vor der Witterung.,,La armadura militar proporciona la mejor defensa de armadura y protección moderada contra el clima.
militaryBoots,items,Clothes,KgNone,军用靴子,Bottes militaires,Militärstiefel,,Botas militares
militaryGloves,items,Clothes,KgNone,军用手套,Gants militaires,Militärhandschuhe,,Guanteletes militares
militaryHelmet,items,Clothes,KgNone,军用头盔,Casque militaire,Militärhelm,,Casco militar
militaryHelmetDesc,items,Clothes,KgNone,军用头盔可以提供最高级的伤害防护。,Le casque militaire offre une protection optimale dans les terres désolées.,Der Militärhelm bietet den bestmöglichen Schutz im Ödland.,,El casco militar ofrece la mejor protección contra daño en el páramo.
militaryLegArmor,items,Clothes,KgNone,军用腿甲,Jambières militaires,Militärbeinschienen,,Greba militar
militaryVest,items,Clothes,KgNone,军用背心,Gilet militaire,Militärweste,,Chaleco militar
miningHelmet,items,Clothes,KgNone,采矿头盔,Casque de mineur,Bergbauhelm,,Casco de minero
miningHelmetDesc,items,Clothes,KgNone,采矿头盔可以抵抗冲击和穿刺伤害，而且还能提供一个移动光源。洞穴再也不黑暗了。,"Ce casque protège bien contre les commotions cérébrales et autres blessures perforantes. Il offre également une source de lumière mobile. Finies, les grottes sombres.",Dieser Helm bietet guten Schutz vor Schlag- und Stichschaden und hat zudem eine mobile Lichtquelle. Jetzt bleibt keine Höhle mehr dunkel.,,"Este casco ofrece buena protección frente a contusiones y perforaciones, además de ser una fuente de luz móvil. ¡Ya no habrá más cuevas oscuras para ti!"
nightvisionGoggles,items,Clothes,KgNone,夜视镜,Lunettes de vision nocturne,Nachtsichtbrille,,Gafas de visión nocturna
nightvisionGogglesDesc,items,Clothes,KgNone,夜视镜已经坏了，能提供一点面部保护，但是没准已经不能用了。,"Ces lunettes de vision nocturne protègent légèrement le visage, mais ne fonctionnent sûrement plus.","Diese Nachtsichtbrille schützt das Gesicht etwas, funktioniert aber wahrscheinlich nicht mehr.",,"Las gafas de visión nocturna ofrecen un poco de protección facial, pero probablemente no sirvan para nada más."
plaidShirt,items,Clothes,KgNone,格子衬衫,Chemise à carreaux,Kariertes Hemd,,Camisa a cuadros
plaidShirtBlack,items,Clothes,KgNone,黑色格子衬衫,Chemise noire à carreaux,Schwarzes kariertes Hemd,,Camisa a cuadros negra
plaidShirtBlue,items,Clothes,KgNone,蓝色格子衬衫,Chemise bleue à carreaux,Blaues kariertes Hemd,,Camisa a cuadros azul
plaidShirtBrown,items,Clothes,KgNone,棕色格子衬衫,Chemise marron à carreaux,Braunes kariertes Hemd,,Camisa a cuadros marrón
plaidShirtClothesGroupDesc,items,Clothes,KgNone,看起来像伐木工人穿的衣服，可以稍稍抵御一下天气造成的影响以及其它伤害。,Portez cette chemise en flanelle pour avoir l'air d'un bucheron et être protégé contre les intempéries et d'autres sortes de dégâts.,Kleide dich im Holzfällerstil ein und erhalte mit diesem Flanellhemd etwas Schutz gegen die Witterungen und andere Schadensarten.,,Siéntete como un leñador al tiempo que te proteges un poco del clima y otros tipos de daño con esta camisa de franela.
plaidShirtGreen,items,Clothes,KgNone,绿色格子衬衫,Chemise verte à carreaux,Grünes kariertes Hemd,,Camisa a cuadros verde
plaidShirtRed,items,Clothes,KgNone,红色格子衬衫,Chemise rouge à carreaux,Rotes kariertes Hemd,,Camisa a cuadros roja
plantFiberClothesGroupDesc,items,Clothes,KgNone,植物纤维服装可以对提供基本的寒冷天气保护，但是对其它伤害保护效果不理想。,"Les vêtements en fibres végétales protègent légèrement du froid, mais ne sont pas conseillés pour faire face à d'autres sortes de dégâts.","Kleidung aus Pflanzenfasern bietet grundlegenden Schutz gegen Kälte, schützt aber nicht besonders gut vor anderen Schadensarten.",,"La ropa de fibra vegetal ofrece protección básica contra el frío, pero no es aconsejable para daños de otro tipo."
plantFiberGloves,items,Clothes,KgNone,植物纤维手套,Gants en fibres végétales,Pflanzenfaserhandschuhe,,Guantes de fibra vegetal
plantFiberHat,items,Clothes,KgNone,植物纤维帽,Chapeau en fibres végétales,Pflanzenfaserhut,,Gorro de fibra vegetal
plantFiberHatDesc,items,Clothes,KgNone,这种植物纤维帽会让你在炎热的天气里保持凉爽，并为其他类型的伤害提供基本的保护。,Ce chapeau en fibres végétales vous protège lorsqu'il fait très chaud et vous protège également un peu contre d'autres sortes de dégâts.,Dieser Pflanzenfaserhut schützt bei sehr warmen Wetter vor der Hitze. Wie alle Kleidungsstücke bietet er auch grundlegenden Schutz gegen andere Schadensarten.,,Este gorro de fibra vegetal te mantendrá fresco en climas extremadamente calurosos y te ofrece algo de protección contra otros tipos de daños.
plantFiberHood,items,Clothes,KgNone,植物纤维兜帽,Capuche en fibres végétales,Pflanzenfaserkapuze,,Capucha de fibra vegetal
plantFiberPants,items,Clothes,KgNone,植物纤维裤子,Pantalon en fibres végétales,Pflanzenfaserhose,,Pantalones de fibra vegetal
plantFiberShirt,items,Clothes,KgNone,植物纤维衬衫,Chemise en fibres végétales,Pflanzenfaserhemd,,Camisa de fibra vegetal
plantFiberShoes,items,Clothes,KgNone,植物纤维鞋子,Chaussures en fibres végétales,Pflanzenfaserschuhe,,Zapatos de fibra vegetal
pufferCoat,items,Clothes,KgNone,羽绒服,Doudoune,Puffermantel,,Abrigo acolchado
pufferCoatBlack,items,Clothes,KgNone,黑羽绒服,Doudoune noire,Schwarzer Puffermantel,,Abrigo acolchado negro
pufferCoatBrown,items,Clothes,KgNone,棕羽绒服,Doudoune marron,Brauner Puffermantel,,Abrigo acolchado marrón
pufferCoatGreen,items,Clothes,KgNone,绿羽绒服,Doudoune verte,Grüner Puffermantel,,Abrigo acolchado verde
pufferCoatGroupDesc,items,Clothes,KgNone,即使是在最寒冷的天气里也能让你保持暖和的羽绒服。,Restez au chaud dans les environnements les plus froids grâce à cette doudoune tissée à la main.,Mit diesem per Hand wattierten Puffermantel bleibst du selbst in den kältesten Gegenden gemütlich warm.,,Mantente abrigado incluso en los entornos más gélidos con este abrigo acolchado hecho a mano.
pufferCoatRed,items,Clothes,KgNone,红羽绒服,Doudoune rouge,Roter Puffermantel,,Abrigo acolchado rojo
redDenimPants,items,Clothes,KgNone,红工装裤,Jean rouge,Rote Denim-Hose,,Pantalones de mezclilla rojos
scrapBoots,items,Clothes,KgNone,废铁靴子,Bottes recyclées,Alteisenstiefel,,Botas hechas de chatarra
scrapChestArmor,items,Clothes,KgNone,废铁胸甲,Plastron recyclé,Alteisenbrustpanzer,,Coraza de chatarra
scrapGloves,items,Clothes,KgNone,废铁手套,Gants recyclés,Alteisenhandschuhe,,Guantes de chatarra
scrapHelmet,items,Clothes,KgNone,废铁头盔,Casque recyclé,Alteisenhelm,,Casco de chatarra
scrapIronClothesGroupDesc,items,Clothes,KgNone,废铁服装可以很好地抵抗冲击和穿刺伤害，但是不能保暖。,"Les vêtements en ferraille vous offrent une bonne protection contre les commotions cérébrales et autres blessures perforantes, mais ne vous garderont pas au chaud.","Alteisenkleidung bietet guten Schutz vor Schlag- und Stichschaden, hält aber nicht warm.",,"La ropa de chatarra de hierro ofrece buena protección frente a contusiones y perforaciones, pero no te mantendrá abrigado."
scrapLegArmor,items,Clothes,KgNone,废铁腿甲,Jambières recyclées,Alteisenbeinschienen,,Espinillera de chatarra
shades,items,Clothes,KgNone,墨镜,Lunettes de soleil,Sonnenbrille,,Gafas de sol
shirt,items,Clothes,KgNone,衬衫,Chemises,Hemd,,Camisa
shirtBlack,items,Clothes,KgNone,黑衬衫,Chemise noire,Schwarzes Hemd,,Camisa negra
shirtBlue,items,Clothes,KgNone,蓝衬衫,Chemise bleue,Blaues Hemd,,Camisa azul
shirtBrown,items,Clothes,KgNone,棕衬衫,Chemise marron,Braunes Hemd,,Camisa marrón
shirtClothesGroupDesc,items,Clothes,KgNone,这种优质的棉衬衫可以提供些许伤害防护，并且可以抵御一部分天气状况。,Portez cette jolie chemise en coton pour vous protéger contre les intempéries et autres sortes de dégâts.,Erhalte mit diesem Baumwollhemd etwas Schutz gegen die Witterungen und andere Schadensarten.,,Obtén un poco de protección contra el clima y otros tipos de daño con esta camisa de algodón.
shirtGreen,items,Clothes,KgNone,绿衬衫,Chemise verte,Grünes Hemd,,Camisa verde
shirtRed,items,Clothes,KgNone,红衬衫,Chemise rouge,Rotes Hemd,,Camisa roja
skullCap,items,Clothes,KgNone,骷髅帽,Bonnet,Mütze,,Casquete
skullCapBlack,items,Clothes,KgNone,黑骷髅帽,Bonnet noir,Schwarze Mütze,,Casquete negro
skullCapBlue,items,Clothes,KgNone,蓝骷髅帽,Bonnet bleu,Blaue Mütze,,Casquete azul
skullCapBrown,items,Clothes,KgNone,棕骷髅帽,Bonnet marron,Braune Mütze,,Casquete marrón
skullCapDesc,items,Clothes,KgNone,这件上好的编织帽子会让你希望每天都是冬天！,Ce couvre-chef ouvragé vous fera souhaiter que ce soit tous les jours le premier jour de l'hiver !,"Mit dieser feinmaschigen Kopfbedeckung wirst du dir wünschen, dass der Winter nie endet!",,¡Este magnífico gorro de lana hará que desees que todos los días sean el primer día del invierno!
skullCapGreen,items,Clothes,KgNone,绿骷髅帽,Bonnet vert,Grüne Mütze,,Casquete verde
skullCapRed,items,Clothes,KgNone,红骷髅帽,Bonnet rouge,Rote Mütze,,Casquete rojo
swatHelmet,items,Clothes,KgNone,特警头盔,Casque du SWAT,SWAT-Helm,,Casco de SWAT
swatHelmetDesc,items,Clothes,KgNone,特警头盔的保护性只比军用头盔差一点点。,Le casque du SWAT est ce qui se fait de mieux en matière de protection après celui de qualité militaire.,Der SWAT-Helm schützt fast genauso gut wie der Militärhelm.,,El casco de SWAT solo es superado en protección por el militar.
sweatshirt,items,Clothes,KgNone,白色运动衫,Sweat-shirt blanc,Weißes Sweatshirt,,Suéter blanco
sweatshirtBlack,items,Clothes,KgNone,黑色运动衫,Sweat-shirt noir,Schwarzes Sweatshirt,,Suéter negro
sweatshirtBlue,items,Clothes,KgNone,蓝色运动衫,Sweat-shirt bleu,Blaues Sweatshirt,,Suéter azul
sweatshirtBrown,items,Clothes,KgNone,棕色运动衫,Sweat-shirt marron,Braunes Sweatshirt,,Suéter marrón
sweatshirtGreen,items,Clothes,KgNone,绿色运动衫,Sweat-shirt vert,Grünes Sweatshirt,,Suéter verde
sweatshirtRed,items,Clothes,KgNone,红色运动衫,Sweat-shirt rouge,Rotes Sweatshirt,,Suéter rojo
tankTopBlue,items,Clothes,KgNone,蓝背心,Débardeur bleu,Blaues Muskelshirt,,Camiseta de tirantes azul
tankTopClothesGroupDesc,items,Clothes,KgNone,展示出你的肱二头肌吧！可以抵御一小部分的天气和其他伤害。,Exposez vos biceps tout en étant légèrement protégé contre les intempéries et d'autres sortes de dégâts avec ce débardeur en coton.,Gib mit deinem Bizeps an und erhalte mit diesem Muskelshirt aus Baumwolle gleichzeitig etwas Schutz vor den Witterungen und anderen Schadensarten.,,Luce tus bíceps y consigue algo de protección contra el clima y otros tipos de daño con esta camiseta de tirantes de algodón.
tankTopGreen,items,Clothes,KgNone,绿背心,Débardeur vert,Grünes Muskelshirt,,Camiseta de tirantes verde
tankTopPurple,items,Clothes,KgNone,紫背心,Débardeur violet,Lila Muskelshirt,,Camiseta de tirantes lila
tankTopRed,items,Clothes,KgNone,红背心,Débardeur rouge,Rotes Muskelshirt,,Camiseta de tirantes roja
tankTopWhite,items,Clothes,KgNone,白背心,Débardeur blanc,Weißes Muskelshirt,,Camiseta de tirantes blanca
tshirtBlack,items,Clothes,KgNone,黑色T恤衫,T-shirt noir,Schwarzes T-Shirt,,Camiseta negra
tshirtBlue,items,Clothes,KgNone,蓝色T恤衫,T-shirt bleu,Blaues T-Shirt,,Camiseta azul
tshirtBrown,items,Clothes,KgNone,棕色T恤衫,T-shirt marron,Braunes T-Shirt,,Camiseta marrón
tshirtClothesGroupDesc,items,Clothes,KgNone,穿上这件棉衬衫，你不仅能抵御寒冷或是其他类型的伤害，还能充分展示肌肉。,Exposez vos biceps tout en étant légèrement protégé contre les intempéries et d'autres sortes de dégâts avec ce t-shirt en coton.,Gib mit deinem Bizeps an und erhalte mit diesem Baumwollhemd gleichzeitig etwas Schutz vor den Witterungen und anderen Schadensarten.,,Luce tus bíceps y consigue algo de protección contra el clima y otros tipos de daño con esta camisa de algodón.
tshirtGreen,items,Clothes,KgNone,绿色T恤衫,T-shirt vert,Grünes T-Shirt,,Camiseta verde
tshirtRed,items,Clothes,KgNone,红色T恤衫,T-shirt rouge,Rotes T-Shirt,,Camiseta roja
tshirtWhite,items,Clothes,KgNone,白色T恤衫,T-shirt blanc,Weißes T-Shirt,,Camiseta blanca
wornBoots,items,Clothes,KgNone,穿过的靴子,Bottes usées,Verschlissene Stiefel,,Botas desgastadas
wornBootsDesc,items,Clothes,KgNone,有人穿着它走了一英里，显然现在那个人不再需要它了。,"Allez-y, enfilez ces chaussures. Ce n'est pas comme si leur propriétaire en avait encore besoin.",Schlüpf mal in die Stiefel eines anderen. Er kann sie sowieso nicht mehr gebrauchen.,,Recorre kilómetros en las botas de otro. Seguro que ya no las necesitan.
blueberries,items,Farming,KgNone,蓝莓,Myrtilles,Heidelbeeren,,Moras
blueberriesDesc,items,Farming,KgNone,"蓝莓可以直接吃，也可以用于制作蓝莓种子和蓝莓派。","Les myrtilles peuvent être consommées, servir à faire des tartes ou être transformées en graines de myrtille.","Heidelbeeren können gegessen, für Kuchen verwendet oder in Heidelbeersamen verwandelt werden.",,"Las moras se pueden comer, usarse para cocinar tartas o convertirse en semillas de moras."
blueSpruceSeed,items,Farming,KgNone,蓝云杉种子,Graine d'épicéa bleu,Blaufichtensamen,,Semilla de pícea azul
chrysanthemum,items,Farming,KgNone,菊花,Chrysanthème,Chrysantheme,,Crisantemo
chrysanthemumDesc,items,Farming,KgNone,菊花可以用来制茶。,Les chrysanthèmes servent à préparer du thé rouge.,"Chrysantheme kann benutzt werden, um roten Tee zu brauen.",,Se pueden usar los crisantemos para hacer té rojo.
coffeeBeans,items,Farming,KgNone,咖啡豆,Grains de café,Kaffeebohnen,,Granos de café
corn,items,Farming,KgNone,玉米穗,Épi de maïs,Maiskolben,,Mazorca de maíz
cornDesc,items,Farming,KgNone,"玉米穗可以吃掉，或者制作玉米种，玉米粉，玉米棒，酿酒和更多的用途。","Un épi de maïs peut être consommé ou utilisé pour obtenir des graines de maïs, faire de la farine de maïs, un épi de maïs doux, des ragoûts et bien plus.","Maiskolben können gegessen werden. Durch sie kann man auch Maissamen, Maismehl, gekochte Maiskolben und Eintöpfe erhalten.",,"La mazorca de maíz se puede comer o usarse para obtener semillas de maíz, hacer harina, obtener mazorcas, estofarlo, etc."
cornSeed,items,Farming,KgNone,玉米种子,Graine de maïs,Maissamen,,Semilla de maíz
cottonSeed,items,Farming,KgNone,棉花种子,Graine de coton,Baumwollsamen,,Semilla de algodón
goldenrodSeed,items,Farming,KgNone,麒麟草种子,Graine de gerbe d'or,Goldrutensamen,,Semilla de vara de oro
mapleSeed,items,Farming,KgNone,枫树种子,Graine d'érable,Ahornsamen,,Semilla de arce
mushrooms,items,Farming,KgNone,蘑菇,Champignons,Pilze,,Setas
mushroomsDesc,items,Farming,KgNone,蘑菇可以生吃，也可以在营火处应用于一些配方。,"Les champignons peuvent être consommés crus sans risque, ou utilisés dans plusieurs compositions sur le feu de camp.",Pilze können problemlos roh gegessen oder in verschiedenen Rezepten am Lagerfeuer verwendet werden.,,Las setas se pueden comer sin ningún riesgo o usarse en varias recetas en la fogata.
pineSeed,items,Farming,KgNone,松树种子,Graine de pin,Kiefernsamen,,Semilla de pino
plantedBlueberry1Desc,items,Farming,KgNone,在肥沃的土壤里播撒蓝莓种子，等待蓝莓长成。,Plantez les graines de myrtille dans une terre fertile pour faire pousser des plants de myrtilles.,"Pflanze Samen in fruchtbare Erde, um Heidelbeeren zu züchten.",,Planta semillas de mora en un terreno fértil para que crezcan plantas de mora.
plantedCorn1Desc,items,Farming,KgNone,在肥沃的土壤里播撒玉米种子，浇水等待玉米长成。,Plantez les graines de maïs dans de la terre fertile pour faire pousser du maïs que vous pourrez manger.,"Pflanze Maissamen in fruchtbare Erde, um Mais zu züchten und zu essen.",,Siembra semillas de maíz en terreno fértil para cultivar maíz y alimentarte de maíz.
plantedCotton1Desc,items,Farming,KgNone,种植棉花种子，等待棉花长大。,Plantez des graines de coton dans la terre pour faire pousser du coton.,"Baumwollsamen können in Erde gepflanzt werden, um Baumwolle zu züchten.",,Las semillas de algodón se pueden sembrar para cultivar algodón.
plantedGoldenrod1Desc,items,Farming,KgNone,把这些种子播撒到土中，培养麒麟草，这种草成熟后可以用于泡茶。,Plantez ces graines dans de la terre fertile pour faire pousser des fleurs de gerbe d'or servant à faire du thé.,"Pflanze diese Samen in fruchtbare Erde, um Goldruten zu züchten, aus denen Tee gemacht werden kann.",,Siembra estas semillas en suelo fértil para que crezcan flores de vara de oro. Puedes cosecharlas para hacer té.
plantedPotato1Desc,items,Farming,KgNone,种植马铃薯块茎——也能当成一种种子——埋入肥沃的土壤中，等待马铃薯长成。,"Plantez des tubercules (ou graines, pour les novices) de pomme de terre dans une terre fertile pour faire pousser des plants de pommes de terre.","Pflanze Kartoffelknollen – auch Saatkartoffeln genannt – in fruchtbare Erde, um Kartoffeln zu züchten.",,"Siembra tubérculos (o semillas de papa, como se dice por ahí), en un terreno fértil para cultivar papas."
potato,items,Farming,KgNone,马铃薯,Pomme de terre,Kartoffel,,Papa
potatoDesc,items,Farming,KgNone,"马铃薯可以吃，可以做成种子，还能在营火处应用于许多配方。","Les pommes de terre peuvent être mangées, transformées en graines ou utilisées pour plusieurs compositions au feu de camp.","Kartoffeln können gegessen, zu Saatkartoffeln verarbeitet oder für mehrere Rezepte am Lagerfeuer benutzt werden.",,"Las papas se pueden comer, convertir en semillas o usarse en varias recetas en la fogata."
baconAndEggs,items,Food,KgNone,培根煎蛋,Bacon et œufs,Schinkenspeck mit Eiern,,Huevos con tocino
bakedPotato,items,Food,KgNone,烤马铃薯,Pomme de terre au four,Gebackene Kartoffel,,Papa asada
bakedPotatoDesc,items,Food,KgNone,富含碳水化合物，营养丰富。家里蹲的必备食物。,Une pomme de terre au four qui regorge de féculents. C'est l'idéal pour les flemmards.,Eine nahrhafte Kartoffel voller Kohlenhydrate. Ideal für Couchkartoffeln.,,Una nutritiva papa asada repleta de carbohidratos. Genial para personas sedentarias.
beer,items,Food,KgNone,啤酒,Bière,Bier,,Cerveza
blueberryPie,items,Food,KgNone,蓝莓派,Tarte aux myrtilles,Blaubeerkuchen,,Pastel de moras
blueberryPieDesc,items,Food,KgNone,这个自制蓝莓派富含营养，可以提升你的健康度，嗯~就像以前奶奶做的一样。,Cette tarte aux myrtilles faite maison vous nourrit et améliore votre bien-être. Miam... Exactement comme celle que faisait mamie.,Dieser selbst gemachte Blaubeerkuchen ist nahrhaft und erhöht dein Wohlbefinden. Mmm … wie von der Oma.,,Este pastel de moras casero es nutritivo y mejora tu bienestar. Mmmm... Tal y como la abuela solía hacerlo.
